Cluster#,GeneID,CORUM complex,Product Description,#TM Domains,Ortholog Group,Computed GO Components,Computed GO Functions,Computed GO Processes,Symbol,Phenotype Bushell 2017,Phenotype Zhang 2018
533,PF3D7_0306400,,"FAD-dependent glycerol-3-phosphate dehydrogenase, putative",1,OG5_127215,glycerol-3-phosphate dehydrogenase complex,oxidoreductase activity,"glycerol-3-phosphate metabolic process, oxidation-reduction process",MAL3P2.24,Slow,Mutable in CDS
533,PF3D7_1437700,,"succinyl-CoA ligase, putative",0,OG5_131604,null,cofactor binding,null,PF14_0357,Dispensable,Mutable in CDS
534,PF3D7_0510100,,"conserved Plasmodium protein, unknown function",0,OG5_146792,nucleus,RNA binding,null,MAL5P1.102,Essential,Non - Mutable in CDS
534,PF3D7_1025500,,"conserved Plasmodium protein, unknown function",2,OG5_143354,"cilium, cytoplasm, dynein complex, membrane, microtubule","ATP binding, ATPase activity, microtubule motor activity",microtubule-based movement,PF10_0249,Essential,Mutable in CDS
535,PF3D7_1136800,,"DnaJ protein, putative",1,OG5_127638,membrane,null,null,PF11_0380,Essential,Non - Mutable in CDS
535,PF3D7_0317200,,cdc2-related protein kinase 4,0,OG5_147470,null,"ATP binding, protein kinase activity",protein phosphorylation,CRK4,Essential,Non - Mutable in CDS
536,PF3D7_1011000,,inner membrane complex sub-compartment protein 1,0,OG5_141732,null,null,null,ISP1,,Non - Mutable in CDS
536,PF3D7_0320000,,protein phosphatase inhibitor 2,0,OG5_130937,null,protein phosphatase inhibitor activity,"regulation of phosphoprotein phosphatase activity, regulation of signal transduction",I2,,Non - Mutable in CDS
537,PF3D7_1230900,,"serine/threonine protein kinase RIO1, putative",0,OG5_127476,null,"ATP binding, protein serine/threonine kinase activity",null,RIO1,Slow,Non - Mutable in CDS
537,PF3D7_1008800,,"nucleolar protein 5, putative",0,OG5_127592,null,null,null,NOP5,,Non - Mutable in CDS
538,PF3D7_1132000,,"ubiquitin-like protein, putative",0,OG5_127163,null,protein binding,null,PF11_0329,Slow,Mutable in CDS
538,PF3D7_0819600,,"conserved Plasmodium protein, unknown function",0,OG5_144948,membrane,protein binding,null,MAL8P1.62,Dispensable,Non - Mutable in CDS
539,PF3D7_0921400,,"NifU-like scaffold protein, putative",1,OG5_137245,null,"iron ion binding, iron-sulfur cluster binding",iron-sulfur cluster assembly,NIFU,Dispensable,Mutable in CDS
539,PF3D7_0509000,,"SNAP protein (soluble N-ethylmaleimide-sensitive factor attachment protein), putative",0,OG5_127387,null,null,intracellular protein transport,MAL5P1.91,Essential,Non - Mutable in CDS
540,PF3D7_0935200,,"vacuolar protein sorting-associated protein 33, putative",0,OG5_127780,null,null,vesicle docking involved in exocytosis,VPS33,Essential,Non - Mutable in CDS
540,PF3D7_1004000,,"60S ribosomal protein L13, putative",0,OG5_126957,large ribosomal subunit,structural constituent of ribosome,translation,PF10_0043,Essential,Non - Mutable in CDS
541,PF3D7_0815500,,"conserved Plasmodium protein, unknown function",1,OG5_167115,cytoplasm,null,null,MAL8P1.84,,Non - Mutable in CDS
541,PF3D7_0625300,,"DNA polymerase 1, putative",0,OG5_160659,null,"DNA binding, DNA-directed DNA polymerase activity","DNA replication, DNA-dependent DNA replication",2270.T00140,Essential,Non - Mutable in CDS
542,PF3D7_1105300,,"conserved Plasmodium protein, unknown function",1,OG5_167210,membrane,null,null,PF11_0064,Slow,Non - Mutable in CDS
542,PF3D7_1410400,,rhoptry-associated protein 1,0,OG5_162087,null,null,null,RAP1,Slow,Mutable in CDS
543,PF3D7_1228900,,"conserved Plasmodium protein, unknown function",0,OG5_153622,"cytoplasm, membrane",null,null,2277.T00280,Essential,Non - Mutable in CDS
543,PF3D7_1013000,,"zinc finger protein, putative",1,OG5_166168,"cytoplasm, membrane, nucleus","protein binding, zinc ion binding","multicellular organismal development, ubiquitin-dependent protein catabolic process",PF10_0127,Dispensable,Mutable in CDS
544,PF3D7_1243900,,double C2-like domain-containing protein,0,OG5_141554,null,protein binding,null,DOC2,,Non - Mutable in CDS
544,PF3D7_1468700,,eukaryotic initiation factor 4A,0,OG5_126984,null,"ATP binding, nucleic acid binding",null,EIF4A,,Non - Mutable in CDS
545,PF3D7_1461400,,"conserved Plasmodium protein, unknown function",0,OG5_158072,null,null,null,PF14_0586,,Mutable in CDS
545,PF3D7_1139100,,"RNA-binding protein, putative",0,OG5_166737,"cytoplasm, nucleus","RNA binding, nucleic acid binding, nucleotide binding","mRNA processing, mRNA transport, regulation of translation",PF11_0402,Dispensable,Mutable in CDS
546,PF3D7_0110700,,"chromatin assembly factor 1 protein WD40 domain, putative",0,OG5_127148,null,protein binding,null,MAL1P2.33,Slow,Non - Mutable in CDS
546,PF3D7_1130000,,"phosphoacetylglucosamine mutase, putative",0,OG5_128133,null,"intramolecular transferase activity, phosphotransferases, magnesium ion binding",carbohydrate metabolic process,PAGM,Slow,Non - Mutable in CDS
547,PF3D7_1358200,,"conserved Plasmodium protein, unknown function",0,OG5_167304,extracellular region,calcium ion binding,cell adhesion,MAL13P1.286,,Non - Mutable in CDS
547,PF3D7_1136400,,"signal recognition particle subunit SRP72, putative",0,OG5_164153,null,null,null,SRP72,Essential,Non - Mutable in CDS
547,PF3D7_0202500,,early transcribed membrane protein 2,1,OG5_184624,null,null,null,ETRAMP2,,Non - Mutable in CDS
548,PF3D7_0309300,,"N2227-like protein, putative",0,OG5_128180,null,null,null,MAL3P3.13,Slow,Mutable in CDS
548,PF3D7_1002400,,"RNA-binding protein, putative",0,OG5_127745,null,"nucleic acid binding, nucleotide binding",null,PF3D7_1002400.1,,
549,PF3D7_1417400,,"rap guanine nucleotide exchange factor, putative, pseudogene",0,OG5_141204,null,null,null,EPAC,,Mutable in CDS
549,PF3D7_0302900,,"exportin-1, putative",0,OG5_127698,null,Ran GTPase binding,intracellular protein transport,MAL3P1.9,Essential,Non - Mutable in CDS
550,PF3D7_1409400,,"conserved Plasmodium membrane protein, unknown function",4,OG5_143228,integral component of membrane,null,null,PF14_0091,Essential,Non - Mutable in CDS
550,PKNH_1356500,,tryptophan-rich antigen,0,OG5_169234,null,null,null,,,
551,PF3D7_1466700,,"60S ribosome subunit biogenesis protein NIP7, putative",0,OG5_127869,nucleus,RNA binding,ribosome assembly,NIP7,,Non - Mutable in CDS
551,PF3D7_0317600,,"40S ribosomal protein S11, putative",0,OG5_126986,ribosome,structural constituent of ribosome,translation,RPS11,,Non - Mutable in CDS
552,PF3D7_0709500,,"conserved Plasmodium protein, unknown function",0,OG5_167341,"cytoplasm, nucleus","DNA binding, nucleotide binding","DNA recombination, DNA repair, DNA replication",PF07_0039,,Non - Mutable in CDS
552,PF3D7_0319100,,"E3 ubiquitin-protein ligase RBX1, putative",0,OG5_127986,null,"protein binding, zinc ion binding",null,RBX1,Essential,Non - Mutable in CDS
553,PF3D7_1454200,,"conserved Plasmodium protein, unknown function",2,OG5_167375,null,null,null,PF14_0515,,Mutable in CDS
553,PF3D7_0509400,,RNA polymerase I,0,OG5_127924,null,"DNA binding, DNA-directed RNA polymerase activity, zinc ion binding","transcription, DNA-templated",RNAPI,Essential,Non - Mutable in CDS
554,PF3D7_1417800,,DNA replication licensing factor MCM2,0,OG5_127764,"MCM complex, nucleus","ATP binding, DNA binding, DNA helicase activity",DNA replication initiation,MCM2,Essential,Non - Mutable in CDS
554,PF3D7_0416400,,"histone acetyltransferase, putative",0,OG5_144201,"cytoplasm, nucleus",histone acetyltransferase activity,"DNA repair, chromatin modification",HAT1,Slow,Non - Mutable in CDS
555,PF3D7_0503300,,serine/arginine-rich splicing factor 12,0,OG5_127418,null,"nucleic acid binding, nucleotide binding",null,SRSF12,Essential,Non - Mutable in CDS
555,PF3D7_0510200,,peptidyl-prolyl cis-trans isomerase,0,OG5_128211,null,"peptidyl-prolyl cis-trans isomerase activity, protein binding","protein folding, protein peptidyl-prolyl isomerization",CYP87,Slow,Non - Mutable in CDS
556,PF3D7_1024800,,"conserved Plasmodium protein, unknown function",2,OG5_167046,"integral component of membrane, symbiont-containing vacuole membrane",hydrolase activity,null,PF10_0242,,Mutable in CDS
556,PF3D7_1224300,,"polyadenylate-binding protein, putative",0,OG5_126795,null,"RNA binding, nucleotide binding",null,PABP,Essential,Non - Mutable in CDS
557,PF3D7_0904500,,"prefoldin subunit 4, putative",0,OG5_128513,prefoldin complex,unfolded protein binding,protein folding,PFI0220W,Slow,Non - Mutable in CDS
557,PF3D7_0507700,,"nuclear protein localization protein 4, putative",0,OG5_128565,null,protein binding,null,NPL4,Essential,Non - Mutable in CDS
558,PF3D7_0722700,,"conserved Plasmodium protein, unknown function",1,OG5_153566,integral component of membrane,null,null,PF07_0093,Essential,Non - Mutable in CDS
558,PF3D7_0516200,,40S ribosomal protein S11,0,OG5_126681,ribosome,structural constituent of ribosome,translation,RPS11,Essential,Non - Mutable in CDS
559,PF3D7_0309500,,"asparagine synthetase [glutamine-hydrolyzing], putative",0,OG5_127204,null,asparagine synthase (glutamine-hydrolyzing) activity,asparagine biosynthetic process,AS,Slow,Mutable in CDS
559,PF3D7_1219900,,"ribulose-phosphate 3-epimerase, putative",0,OG5_127027,null,ribulose-phosphate 3-epimerase activity,pentose-phosphate shunt,2277.T00192,,Non - Mutable in CDS
559,PF3D7_0610800,,transketolase,0,OG5_126720,null,transketolase activity,metabolic process,TK,Essential,Non - Mutable in CDS
559,PF3D7_0926700,,"glutamine-dependent NAD(+) synthetase, putative",0,OG5_127076,null,null,null,NADSYN,Slow,Mutable in CDS
560,PF3D7_0608700,,T-complex protein 1 subunit zeta,0,OG5_127428,null,"ATP binding, unfolded protein binding",protein folding,CCT6,Slow,Non - Mutable in CDS
560,PF3D7_1444300,,"1-acyl-sn-glycerol-3-phosphate acyltransferase, putative",2,OG5_126904,null,"transferase activity, transferring acyl groups",metabolic process,LPAAT,,Non - Mutable in CDS
561,PF3D7_1015900,,enolase,0,OG5_126698,phosphopyruvate hydratase complex,"magnesium ion binding, phosphopyruvate hydratase activity",glycolytic process,ENO,Essential,Non - Mutable in CDS
561,PF3D7_0613500,,"AP-3 complex subunit beta, putative",0,OG5_156671,membrane coat,binding,"intracellular protein transport, vesicle-mediated transport",2270.T00025,,Non - Mutable in CDS
562,PF3D7_1235700,,"ATP synthase subunit beta, mitochondrial",0,OG5_127099,"proton-transporting two-sector ATPase complex, catalytic domain","ATP binding, proton-transporting ATP synthase activity, rotational mechanism","ATP hydrolysis coupled proton transport, ATP synthesis coupled proton transport",2277.T00345,Slow,Non - Mutable in CDS
562,PF3D7_1406300,,glycerophosphodiester phosphodiesterase,0,OG5_153518,null,phosphoric diester hydrolase activity,lipid metabolic process,GDPD,,Non - Mutable in CDS
563,PF3D7_0905300,,"dynein heavy chain, putative",0,OG5_126558,dynein complex,microtubule motor activity,microtubule-based movement,PFI0260C,,Mutable in CDS
563,PF3D7_0621400,,Pf77 protein,0,OG5_147639,null,null,null,ALV7,Dispensable,Mutable in CDS
564,PF3D7_1116900,,"conserved Plasmodium protein, unknown function",0,OG5_150538,null,null,null,PF11_0175A,,Non - Mutable in CDS
564,PF3D7_1453900,,"conserved Plasmodium protein, unknown function",0,OG5_142963,null,null,null,PF14_0512,,Non - Mutable in CDS
565,PF3D7_0704100,,"conserved Plasmodium membrane protein, unknown function",7,OG5_156926,cytoplasm,"GTP binding, GTPase activity, translation initiation factor activity",translational initiation,MAL7P1.17,Essential,Mutable in CDS
565,PF3D7_0929400,,high molecular weight rhoptry protein 2,0,OG5_162079,null,null,null,RHOPH2,,Non - Mutable in CDS
566,PF3D7_0705400,,DNA replication licensing factor MCM7,0,OG5_128241,"MCM complex, nucleus","ATP binding, DNA binding, DNA helicase activity","DNA replication, DNA replication initiation",MCM7,Essential,Non - Mutable in CDS
566,PF3D7_0716300,,"conserved Plasmodium protein, unknown function",0,OG5_153544,"cytoplasm, integral component of membrane","ATP binding, RNA binding, cysteine-type peptidase activity, endonuclease activity, exonuclease activity, helicase activity, nucleotidyltransferase activity, zinc ion binding","proteolysis, transcription, RNA-dependent",MAL7P1.77,Essential,Non - Mutable in CDS
567,PF3D7_0705500,,"inositol-phosphate phosphatase, putative",0,OG5_152964,null,phosphoric ester hydrolase activity,phosphatidylinositol dephosphorylation,PF07_0024,Essential,Non - Mutable in CDS
567,PF3D7_0823200,,"RNA-binding protein, putative",0,OG5_146727,null,"nucleic acid binding, nucleotide binding, protein binding",null,MAL8P1.40,Slow,Non - Mutable in CDS
568,PF3D7_0708400,,heat shock protein 90,0,OG5_126623,null,"ATP binding, unfolded protein binding","protein folding, response to stress",HSP90,Slow,Non - Mutable in CDS
568,PF3D7_1004400,,"RNA-binding protein, putative",0,OG5_150088,null,"nucleic acid binding, nucleotide binding",null,PF10_0047,,Mutable in CDS
568,PF3D7_1331100,,"DNA polymerase theta, putative",0,OG5_153054,null,"ATP binding, nucleic acid binding",null,POLQ,Dispensable,Mutable in CDS
569,PF3D7_0715900,,"cation diffusion facilitator family protein, putative",6,OG5_126754,integral component of membrane,cation transmembrane transporter activity,"cation transport, transmembrane transport",CDF,Dispensable,Mutable in CDS
569,PF3D7_1304200,,"CorA-like Mg2+ transporter protein, putative",2,OG5_144638,membrane,metal ion transmembrane transporter activity,"metal ion transport, transmembrane transport",PF3D7_1304200.1,Dispensable,
570,PF3D7_0713900,,"conserved Plasmodium protein, unknown function",0,OG5_159576,null,null,null,PF07_0053,Essential,Mutable in CDS
570,PF3D7_1014600,,transcriptional coactivator ADA2,1,OG5_127420,membrane,"DNA binding, chromatin binding, zinc ion binding","histone acetylation, regulation of transcription from RNA polymerase II promoter",ADA2,Essential,Non - Mutable in CDS
571,PF3D7_0719200,,NIMA related kinase 4,0,OG5_127026,null,"ATP binding, protein kinase activity",protein phosphorylation,NEK4,Dispensable,Non - Mutable in CDS
571,PF3D7_0719700,,"40S ribosomal protein S10, putative",0,OG5_127137,null,null,null,RPS10,Essential,Non - Mutable in CDS
572,PF3D7_0529400,,"conserved Plasmodium protein, unknown function",0,OG5_154800,membrane,null,null,PF3D7_0529400.1,Essential,
572,PF3D7_1138000,,"conserved Plasmodium protein, unknown function",0,OG5_156844,"cytoplasm, myosin complex","ATP binding, actin binding, calmodulin binding, motor activity",null,PF11_0392,,Non - Mutable in CDS
572,PF3D7_1105000,,histone H4,0,OG5_126573,"nucleosome, nucleus","DNA binding, protein heterodimerization activity","DNA-templated transcription, initiation, nucleosome assembly",H4,Essential,Non - Mutable in CDS
573,PF3D7_0725300,,"conserved Plasmodium protein, unknown function",0,OG5_150545,cytoplasm,null,null,PF07_0106,Essential,Non - Mutable in CDS
573,PF3D7_1340300,,"nucleolar complex protein 2, putative",0,OG5_139975,membrane,null,null,PF13_0219,,Non - Mutable in CDS
574,PF3D7_1325000,,"U6 snRNA-associated Sm-like protein LSm6, putative",0,OG5_128262,small nucleolar ribonucleoprotein complex,null,"mRNA splicing, via spliceosome",LSM6,Slow,Non - Mutable in CDS
574,PF3D7_0610500,,"peptidyl-tRNA hydrolase PTRHD1, putative",0,OG5_130573,null,aminoacyl-tRNA hydrolase activity,null,2270.T00210,Dispensable,Non - Mutable in CDS
575,PKNH_0913400,,"SICAvar, type I",0,OG5_126656,null,null,null,,,
575,PF3D7_1332800,,"eukaryotic translation initiation factor 6, putative",0,OG5_127488,null,ribosome binding,mature ribosome assembly,PF13_0178,,Non - Mutable in CDS
576,PF3D7_1320800,,dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,0,OG5_127362,oxoglutarate dehydrogenase complex,dihydrolipoyllysine-residue succinyltransferase activity,tricarboxylic acid cycle,PF13_0121,Dispensable,Mutable in CDS
576,PF3D7_1474900,,"trailer hitch homolog, putative",0,OG5_127604,null,null,null,CITH,,Non - Mutable in CDS
577,PF3D7_1338100,,"26S proteasome regulatory subunit RPN3, putative",0,OG5_128135,proteasome complex,"enzyme regulator activity, protein binding",regulation of protein catabolic process,RPN3,Essential,Non - Mutable in CDS
577,PF3D7_0913900,,"arginine--tRNA ligase, putative",0,OG5_162038,null,"ATP binding, arginine-tRNA ligase activity",arginyl-tRNA aminoacylation,RRSAPI,Essential,Non - Mutable in CDS
578,PF3D7_0317800,,"26S proteasome non-ATPase regulatory subunit 9, putative",0,OG5_128010,null,protein binding,null,MAL3P6.16,,Non - Mutable in CDS
578,PF3D7_1354500,,adenylosuccinate synthetase,0,OG5_127011,null,"GTP binding, adenylosuccinate synthase activity",purine nucleotide biosynthetic process,ADSS,,Non - Mutable in CDS
579,PF3D7_1430100,,serine/threonine protein phosphatase 2A activator,0,OG5_127213,null,phosphatase activator activity,null,PTPA,,Non - Mutable in CDS
579,PF3D7_1223700,,vacuolar iron transporter,5,OG5_129047,null,null,null,VIT,Dispensable,Non - Mutable in CDS
