"Gene ID","source_id","Product Description","Previous ID(s)"
"PKNH_1408500","PKNH_1408500.1","CCAAT-binding transcription factor, putative","Previous IDs: PK13_0740w;PKH_140700"
"PKNH_1408600","PKNH_1408600.1","carbamoyl phosphate synthetase, putative","Previous IDs: PK13_0750c;PKH_140710"
"PKNH_1408700","PKNH_1408700.1","40S ribosomal protein S27, putative","Previous IDs: PK13_0760w;PKH_140720"
"PKNH_1408800","PKNH_1408800.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0770c;PKH_140730"
"PKNH_1408900","PKNH_1408900.1","nucleoside triphosphate hydrolase, putative","Previous IDs: PK13_0780c;PKH_140740"
"PKNH_1409000","PKNH_1409000.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0790c;PKH_140750"
"PKNH_1409100","PKNH_1409100.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0800w;PKH_140760"
"PKNH_1409200","PKNH_1409200.1","tyrosine recombinase, putative","Previous IDs: PK13_0810c;PKH_140770"
"PKNH_1409300","PKNH_1409300.1","mRNA-decapping enzyme 2, putative","Previous IDs: PK13_0820c;PKH_140780"
"PKNH_1409400","PKNH_1409400.1","conserved protein, unknown function","Previous IDs: PK13_0830c;PKH_140790"
"PKNH_1409500","PKNH_1409500.1","60S ribosomal protein L24, putative","Previous IDs: PK13_0840w;PKH_140800"
"PKNH_1409600","PKNH_1409600.1","protein phosphatase PPM6, putative","Previous IDs: PK13_0850w;PKH_140810"
"PKNH_1409700","PKNH_1409700.1","U4/U6 small nuclear ribonucleoprotein PRP3, putative","Previous IDs: PK13_0860c;PKH_140820"
"PKNH_1409800","PKNH_1409800.1","HORMA domain protein, putative","Previous IDs: PK13_0870w;PKH_140830"
"PKNH_1409900","PKNH_1409900.1","H/ACA ribonucleoprotein complex subunit 1, putative","Previous IDs: PK13_0880c;PKH_140840"
"PKNH_1410000","PKNH_1410000.1","ribosomal RNA methyltransferase, putative","Previous IDs: PK13_0890w;PKH_140850"
"PKNH_1410100","PKNH_1410100.1","vacuolar protein sorting-associated protein 18, putative","Previous IDs: PK13_0900w;PKH_140860"
"PKNH_1410200","PKNH_1410200.1","conserved protein, unknown function","Previous IDs: PK13_0910c;PKH_140870"
"PKNH_1410300","PKNH_1410300.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0920w;PKH_140880"
"PKNH_1410400","PKNH_1410400.1","ATP synthase subunit O, mitochondrial, putative","Previous IDs: PK13_0930w;PKH_140890"
"PKNH_1410500","PKNH_1410500.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0940w;PKH_140900"
"PKNH_1410600","PKNH_1410600.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0950w;PKH_140910"
"PKNH_1410700","PKNH_1410700.1","zinc finger protein, putative","Previous IDs: PK13_0960c;PKH_140920"
"PKNH_1410800","PKNH_1410800.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0970w;PKH_140930"
"PKNH_1410900","PKNH_1410900.1","ER membrane protein complex subunit 7, putative","Previous IDs: PK13_0980c;PKH_140940"
"PKNH_1411000","PKNH_1411000.1","ras-related protein Rab-5B, putative","Previous IDs: PK13_0990c;PKH_140950"
"PKNH_1411100","PKNH_1411100.1","RNA-binding protein, putative","Previous IDs: PK13_1000c;PKH_140960"
"PKNH_1411200","PKNH_1411200.1","tetratricopeptide repeat protein, putative","Previous IDs: PK13_1010c;PKH_140970"
"PKNH_1411300","PKNH_1411300.1","ribosomal protein S15, mitochondrial precursor, putative","Previous IDs: PK13_1020w;PKH_140980"
"PKNH_1411400","PKNH_1411400.1","protein ISD11, putative","Previous IDs: PK13_1030c;PKH_140990"
"PKNH_1411500","PKNH_1411500.1","meiosis-specific nuclear structural protein 1, putative","Previous IDs: PK13_1040w;PKH_141000"
"PKNH_1411600","PKNH_1411600.1","alternative splicing regulator, putative","Previous IDs: PK13_1050c;PKH_141010"
"PKNH_1411700","PKNH_1411700.1","ATP synthase subunit gamma, mitochondrial, putative","Previous IDs: PK13_1060w;PKH_141020"
"PKNH_1411800","PKNH_1411800.1","AP-1 complex subunit mu-1, putative","Previous IDs: PK13_1070w;PKH_141030"
"PKNH_1411900","PKNH_1411900.1","26S protease regulatory subunit 7, putative","Previous IDs: PK13_1080c;PKH_141040"
"PKNH_1412000","PKNH_1412000.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1090w;PKH_141050"
"PKNH_1412100","PKNH_1412100.1","SICAvar, type I","Previous IDs: PK00_0870c;PKH_141070"
"PKNH_1412200","PKNH_1412200.1","SICAvar, type I (fragment)","Previous IDs: PK00_0260w;PKH_141060"
"PKNH_1412300","PKNH_1412300.1","SICAvar, type I (fragment)","Previous IDs: PK8_0005w;PKH_141080"
"PKNH_1412400","PKNH_1412400.1","cytochrome c, putative","Previous IDs: PK13_1120c;PKH_141090"
"PKNH_1412500","PKNH_1412500.1","M1-family alanyl aminopeptidase, putative","Previous IDs: PK13_1130w;PKH_141100"
"PKNH_1412600","PKNH_1412600.1","V-type proton ATPase catalytic subunit A, putative","Previous IDs: PK13_1140w;PKH_141110"
"PKNH_1412700","PKNH_1412700.1","malonyl CoA-acyl carrier protein transacylase, putative","Previous IDs: PK13_1150w;PKH_141120"
"PKNH_1412800","PKNH_1412800.1","GYF domain-containing protein, putative","Previous IDs: PK13_1160c;PKH_141130"
"PKNH_1412900","PKNH_1412900.1","conserved protein, unknown function","Previous IDs: PK13_1170w;PKH_141140"
"PKNH_1413000","PKNH_1413000.1","mitochondrial ribosomal protein S35 precursor, putative","Previous IDs: PK13_1180c;PKH_141150"
"PKNH_1413100","PKNH_1413100.1","translation initiation factor IF-2, putative","Previous IDs: PK13_1190w;PKH_141160"
"PKNH_1413150","PKNH_1413150.1","apical ring associated protein 1, putative","null"
"PKNH_1413200","PKNH_1413200.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1200c;PKH_141170"
"PKNH_1413300","PKNH_1413300.1","2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial, putative","Previous IDs: PK13_1210w;PKH_141180"
"PKNH_1413400","PKNH_1413400.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1220c;PKH_141190"
"PKNH_1413500","PKNH_1413500.1","eukaryotic translation initation factor 4 gamma, putative","Previous IDs: PK13_1230w;PKH_141200"
"PKNH_1413600","PKNH_1413600.1","ubiquitin-like protein nedd8 homologue, putative","Previous IDs: PK13_1240c;PKH_141210"
"PKNH_1413700","PKNH_1413700.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1250w;PKH_141220"
"PKNH_1413800","PKNH_1413800.1","methionyl-tRNA formyltransferase, putative","Previous IDs: PK13_1260w;PKH_141230"
"PKNH_1413900","PKNH_1413900.1","peptidyl-prolyl cis-trans isomerase, putative","Previous IDs: PK13_1270w;PKH_141240"
"PKNH_1414000","PKNH_1414000.1","DEAD box helicase, putative","Previous IDs: PK13_1280c;PKH_141250"
"PKNH_1414100","PKNH_1414100.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1290c;PKH_141260"
"PKNH_1414200","PKNH_1414200.1","conserved protein, unknown function","Previous IDs: PK13_1300c;PKH_141270"
"PKNH_1414300","PKNH_1414300.1","Maf-like protein, putative","Previous IDs: PK13_1310c;PKH_141280"
"PKNH_1414400","PKNH_1414400.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1320c;PKH_141290"
"PKNH_1414500","PKNH_1414500.1","ankyrin-repeat protein, putative","Previous IDs: PK13_1330c;PKH_141300"
"PKNH_1414600","PKNH_1414600.1","conserved protein, unknown function","Previous IDs: PK13_1340w;PKH_141310"
"PKNH_1414700","PKNH_1414700.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1350w;PKH_141320"
"PKNH_1414800","PKNH_1414800.1","telomerase reverse transcriptase, putative","Previous IDs: PK13_1360w;PKH_141330"
"PKNH_1414900","PKNH_1414900.1","MACRO domain-containing protein, putative","Previous IDs: PK13_1370c;PKH_141340"
"PKNH_1415000","PKNH_1415000.1","conserved protein, unknown function","Previous IDs: PK13_1380c;PKH_141350"
"PKNH_1415100","PKNH_1415100.1","transmembrane emp24 domain-containing protein, putative","Previous IDs: PK13_1390c;PKH_141360"
"PKNH_1415200","PKNH_1415200.1","lipoate-protein ligase 1, putative","Previous IDs: PK13_1400w;PKH_141370"
"PKNH_1415300","PKNH_1415300.1","pinin/SDK/MemA domain-containing protein, putative","Previous IDs: PK13_1410c;PKH_141380"
"PKNH_1415400","PKNH_1415400.1","PIR protein","Previous IDs: PK13_1420w;PKH_141390"
"PKNH_1415500","PKNH_1415500.1","ubiquitin-like protein, putative","Previous IDs: PK13_1430c;PKH_141400"
"PKNH_1415600","PKNH_1415600.1","general transcription factor IIH subunit 2, putative","Previous IDs: PK13_1440w;PKH_141410"
"PKNH_1415700","PKNH_1415700.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1450w;PKH_141420"
"PKNH_1415800","PKNH_1415800.1","serine/threonine protein kinase PK9, putative","Previous IDs: PK13_1460w;PKH_141430"
"PKNH_1415900","PKNH_1415900.1","heptatricopeptide repeat-containing protein, putative","Previous IDs: PK13_1470c;PKH_141440"
"PKNH_1416000","PKNH_1416000.1","conserved protein, unknown function","Previous IDs: PK13_1480w;PKH_141450"
"PKNH_1416100","PKNH_1416100.1","zinc finger (CCCH type) protein, putative","Previous IDs: PK13_1500c;PK13_1505c;PKH_141460;PKH_141470"
"PKNH_1416200","PKNH_1416200.1","conserved protein, unknown function","Previous IDs: PK13_1510c;PKH_141480"
"PKNH_1416300","PKNH_1416300.1","CDP-diacylglycerol--inositol 3-phosphatidyltransferase","Previous IDs: PK13_1520c;PKH_141490"
"PKNH_1416400","PKNH_1416400.1","tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61, putative","Previous IDs: PK13_1530w;PKH_141500"
"PKNH_1416500","PKNH_1416500.1","transcription factor MYB1, putative","Previous IDs: PK13_1540c;PKH_141510"
"PKNH_1416600","PKNH_1416600.1","exportin-T, putative","Previous IDs: PK13_1550w;PKH_141520"
"PKNH_1416700","PKNH_1416700.1","protein kinase, putative","Previous IDs: PK13_1560c;PKH_141530"
"PKNH_1416800","PKNH_1416800.1","inositol polyphosphate kinase, putative","Previous IDs: PK13_1570w;PKH_141540"
"PKNH_1416900","PKNH_1416900.1","ADP-ribosylation factor, putative","Previous IDs: PK13_1580w;PKH_141550"
"PKNH_1417000","PKNH_1417000.1","conserved Plasmodium protein, unknown function","Previous IDs: PKH_141555"
"PKNH_1417100","PKNH_1417100.1","SAS6-like protein, putative","Previous IDs: PK13_1590w;PKH_141560"
"PKNH_1417200","PKNH_1417200.1","pre-mRNA-processing factor 40, putative","Previous IDs: PK13_1600w;PKH_141570"
"PKNH_1417300","PKNH_1417300.1","choline-phosphate cytidylyltransferase, putative","Previous IDs: PK13_1610w;PKH_141580"
"PKNH_1417400","PKNH_1417400.1","conserved protein, unknown function","Previous IDs: PK13_1620w;PKH_141590"
"PKNH_1417500","PKNH_1417500.1","protein transport protein SEC20, putative","Previous IDs: PK13_1630c;PKH_141600"
"PKNH_1417600","PKNH_1417600.1","conserved protein, unknown function","Previous IDs: PK13_1640c;PKH_141610"
"PKNH_1417700","PKNH_1417700.1","U4/U6.U5 tri-snRNP-associated protein 2, putative","Previous IDs: PK13_1650w;PKH_141620"
"PKNH_1417800","PKNH_1417800.1","DNA replication licensing factor MCM4, putative","Previous IDs: PK13_1660w;PKH_141630"
"PKNH_1417900","PKNH_1417900.1","AP2 domain transcription factor AP2-G3, putative","Previous IDs: PK13_1670w;PKH_141640"
"PKNH_1418000","PKNH_1418000.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1680c;PKH_141650"
"PKNH_1418100","PKNH_1418100.1","zinc finger protein, putative","Previous IDs: PK13_1690w;PKH_141660"
"PKNH_1418200","PKNH_1418200.1","conserved protein, unknown function","Previous IDs: PK13_1700c;PKH_141670"
"PKNH_1418300","PKNH_1418300.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1710w;PKH_141680"
"PKNH_1418400","PKNH_1418400.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1720c;PKH_141690"
"PKNH_1418500","PKNH_1418500.1","40S ribosomal protein S19, putative","Previous IDs: PK13_1730w;PKH_141700"
"PKNH_1418600","PKNH_1418600.1","nucleolar complex protein 4, putative","Previous IDs: PK13_1740c;PKH_141710"
"PKNH_1418700","PKNH_1418700.1","conserved protein, unknown function","Previous IDs: PK13_1750c;PKH_141720"
"PKNH_1418800","PKNH_1418800.1","ferredoxin, putative","Previous IDs: PK13_1760c;PKH_141730"
"PKNH_1418900","PKNH_1418900.1","glycerol-3-phosphate 1-O-acyltransferase, putative","Previous IDs: PK13_1770w;PKH_141740"
"PKNH_1419000","PKNH_1419000.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1780w;PKH_141750"
"PKNH_1419100","PKNH_1419100.1","PIR protein","Previous IDs: PK13_1422c;PKH_141760"
"PKNH_1419200","PKNH_1419200.1","structural maintenance of chromosomes protein 2, putative","Previous IDs: PK13_1800c;PKH_141770"
"PKNH_1419300","PKNH_1419300.1","conserved Plasmodium protein, unknown function","Previous IDs: PKH_141775"
"PKNH_1419400","PKNH_1419400.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1820w;PKH_141780"
"PKNH_1419500","PKNH_1419500.1","conserved protein, unknown function","Previous IDs: PK13_1830c;PKH_141790"
"PKNH_1419600","PKNH_1419600.1","translocation protein SEC63, putative","Previous IDs: PK13_1840c;PKH_141800"
"PKNH_1419700","PKNH_1419700.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1850w;PKH_141810"
"PKNH_1419800","PKNH_1419800.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1860w;PKH_141820"
"PKNH_1419900","PKNH_1419900.1","ubiquitin carboxyl-terminal hydrolase MINDY, putative","Previous IDs: PK13_1870w;PKH_141830"
"PKNH_1420000","PKNH_1420000.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1880c;PKH_141840"
"PKNH_1420100","PKNH_1420100.1","tRNA (guanine(26)-N(2))-dimethyltransferase, putative","Previous IDs: PK13_1890c;PKH_141850"
"PKNH_1420200","PKNH_1420200.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_1910w;PKH_141860"
"PKNH_1420300","PKNH_1420300.1","conserved protein, unknown function","Previous IDs: PK13_1920w;PKH_141870"
"PKNH_1420400","PKNH_1420400.1","ACDC domain-containing protein, putative","Previous IDs: PK13_1930w;PKH_141880"
"PKNH_1420500","PKNH_1420500.1","protein phosphatase PP2A regulatory subunit A, putative","Previous IDs: PK13_1940c;PKH_141890"
"PKNH_1420600","PKNH_1420600.1","golgi protein 1, putative","Previous IDs: PK13_1950w;PKH_141900"
"PKNH_1420700","PKNH_1420700.1","ATP-dependent Clp protease adapter protein ClpS, putative","Previous IDs: PK13_1960c;PKH_141910"
"PKNH_1420800","PKNH_1420800.1","TBC domain protein, putative","Previous IDs: PK13_1970w;PKH_141920"
"PKNH_1420900","PKNH_1420900.1","conserved protein, unknown function","Previous IDs: PK13_1980c;PKH_141930"
"PKNH_1421000","PKNH_1421000.1","signal peptidase, putative","Previous IDs: PK13_1990c;PKH_141940"
"PKNH_1421100","PKNH_1421100.1","SNARE protein, putative","Previous IDs: PK13_2000w;PKH_141950"
"PKNH_1421200","PKNH_1421200.1","ras-related protein Rab-11A, putative","Previous IDs: PK13_2010w;PKH_141960"
"PKNH_1421300","PKNH_1421300.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_2020w;PKH_141970"
"PKNH_1421400","PKNH_1421400.1","dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, putative","Previous IDs: PK13_2030w;PKH_141980"
"PKNH_1421500","PKNH_1421500.1","RNA-binding protein, putative","Previous IDs: PK13_2040c;PKH_141990"
"PKNH_1421600","PKNH_1421600.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_2050w;PKH_142000"
"PKNH_1421700","PKNH_1421700.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_2060c;PKH_142010"
"PKNH_1421800","PKNH_1421800.1","conserved protein, unknown function","Previous IDs: PK13_2070w;PKH_142020"
"PKNH_1421900","PKNH_1421900.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_2080c;PKH_142030"
"PKNH_1422000","PKNH_1422000.1","palmitoyltransferase DHHC8, putative","Previous IDs: PK13_2090w;PKH_142040"
"PKNH_1422100","PKNH_1422100.1","3',5'-cyclic nucleotide phosphodiesterase beta, putative","Previous IDs: PK13_2100c;PKH_142050"
"PKNH_1422200","PKNH_1422200.1","cGMP-specific 3',5'-cyclic phosphodiesterase gamma, putative","Previous IDs: PK13_2110w;PKH_142060"
"PKNH_1422300","PKNH_1422300.1","GPCR-like receptor SR25, putative","Previous IDs: PK13_2120w;PKH_142070"
"PKNH_1422400","PKNH_1422400.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_2120w;PKH_142080"
"PKNH_1422500","PKNH_1422500.1","mitochondrial ribosomal protein S5 precursor, putative","Previous IDs: PK13_2120w;PKH_142090"
"PKNH_1422600","PKNH_1422600.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_2130c;PKH_142100"
"PKNH_1422700","PKNH_1422700.1","negative elongation factor A, putative","Previous IDs: PK7_0890c;PKH_142110"
"PKNH_1422800","PKNH_1422800.1","conserved Plasmodium protein, unknown function","Previous IDs: PK7_0900c;PKH_142120"
"PKNH_1422900","PKNH_1422900.1","histone H2B variant, putative","Previous IDs: PK7_0910c;PKH_142130"
"PKNH_1423000","PKNH_1423000.1","MAATS1 domain-containing protein, putative","Previous IDs: PK7_0920c;PKH_142140"
"PKNH_1423100","PKNH_1423100.1","conserved Plasmodium protein, unknown function","Previous IDs: PK7_0930w;PKH_142150"
"PKNH_1423200","PKNH_1423200.1","palmitoyltransferase DHHC4, putative","Previous IDs: PK7_0940w;PKH_142160;pkn1680e08.29"
"PKNH_1423300","PKNH_1423300.1","calmodulin, putative","Previous IDs: PK7_0950c;PKH_142170"
"PKNH_1423400","PKNH_1423400.1","transcription elongation factor s-II, putative","Previous IDs: PK7_0960w;PKH_142180"
"PKNH_1423500","PKNH_1423500.1","conserved protein, unknown function","Previous IDs: PK7_0970w;PKH_142190"
"PKNH_1423600","PKNH_1423600:tRNA","tRNA Asparagine","Previous IDs: PKH_142192"
"PKNH_1423700","PKNH_1423700:tRNA","tRNA Leucine","Previous IDs: PKH_142194"
"PKNH_1423800","PKNH_1423800:tRNA","tRNA Serine","Previous IDs: PKH_142196"
"PKNH_1423900","PKNH_1423900.1","Plasmodium exported protein, unknown function","Previous IDs: PK7_0980w;PKH_142200"
"PKNH_1424000","PKNH_1424000.1","4-nitrophenylphosphatase, putative","Previous IDs: PK7_0990w;PKH_142210"
"PKNH_1424100","PKNH_1424100.1","C-Myc-binding protein, putative","Previous IDs: PK7_1000c;PKH_142220"
"PKNH_1424200","PKNH_1424200.1","conserved Plasmodium protein, unknown function","Previous IDs: PK7_1010c;PKH_142230"
"PKNH_1424300","PKNH_1424300.1","calcium/calmodulin-dependent protein kinase, putative","Previous IDs: PK7_1020c;PKH_142240"
"PKNH_1424400","PKNH_1424400.1","secreted ookinete protein, putative","Previous IDs: PK7_1030c;PKH_142250"
"PKNH_1424500","PKNH_1424500.1","ATP synthase subunit epsilon, mitochondrial, putative","Previous IDs: PK8_1550w;PKH_142260"
"PKNH_1424600","PKNH_1424600.1","GTP-binding translation elongation factor tu family protein, putative","Previous IDs: PK8_1540c;PKH_142270"
"PKNH_1424700","PKNH_1424700.1","conserved protein, unknown function","Previous IDs: PK8_1530c;PKH_142280"
"PKNH_1424800","PKNH_1424800.1","drug/metabolite transporter DMT1, putative","Previous IDs: PK8_1520w;PKH_142290"
